------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:42:08 (uptime: 0d, 00h 00m 18s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
app_layer.tx.dns_udp                          | Total                     | 101
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 49
flow.end.state.established                    | Total                     | 7
flow.end.state.closed                         | Total                     | 5
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 36
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10048
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 228
flow.mgr.flows_notimeout                      | Total                     | 167
flow.mgr.flows_timeout                        | Total                     | 61
flow.mgr.flows_evicted                        | Total                     | 61
flow.mgr.flows_evicted_needs_work             | Total                     | 13
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 48
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471184
tcp.reassembly_memuse                         | Total                     | 1462272
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:47:44 (uptime: 0d, 00h 05m 54s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 57339
capture.afpacket.polls                        | Total                     | 64505
capture.afpacket.poll_timeout                 | Total                     | 39379
capture.afpacket.poll_data                    | Total                     | 25126
decoder.pkts                                  | Total                     | 57735
decoder.bytes                                 | Total                     | 56833737
decoder.ipv4                                  | Total                     | 178
decoder.ipv6                                  | Total                     | 57374
decoder.ethernet                              | Total                     | 57735
decoder.arp                                   | Total                     | 154
decoder.unknown_ethertype                     | Total                     | 29
decoder.tcp                                   | Total                     | 4809
tcp.syn                                       | Total                     | 40
tcp.synack                                    | Total                     | 15
tcp.rst                                       | Total                     | 5
decoder.udp                                   | Total                     | 52183
decoder.icmpv6                                | Total                     | 547
decoder.avg_pkt_size                          | Total                     | 984
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 8
flow.total                                    | Total                     | 126
flow.active                                   | Total                     | 63
flow.tcp                                      | Total                     | 28
flow.udp                                      | Total                     | 68
flow.icmpv6                                   | Total                     | 30
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 17
flow.wrk.flows_evicted_needs_work             | Total                     | 13
flow.wrk.flows_evicted_pkt_inject             | Total                     | 13
flow.wrk.flows_injected                       | Total                     | 13
tcp.sessions                                  | Total                     | 23
tcp.ssn_from_cache                            | Total                     | 5
tcp.ssn_from_pool                             | Total                     | 18
tcp.segment_from_cache                        | Total                     | 271
tcp.segment_from_pool                         | Total                     | 65
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 9
app_layer.flow.quic                           | Total                     | 3
app_layer.tx.quic                             | Total                     | 16
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 54
app_layer.tx.dns_udp                          | Total                     | 107
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 49
flow.end.state.established                    | Total                     | 9
flow.end.state.closed                         | Total                     | 5
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 37
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10050
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 235
flow.mgr.flows_notimeout                      | Total                     | 172
flow.mgr.flows_timeout                        | Total                     | 63
flow.mgr.flows_evicted                        | Total                     | 63
flow.mgr.flows_evicted_needs_work             | Total                     | 13
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 50
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471184
tcp.reassembly_memuse                         | Total                     | 1462272
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:47:52 (uptime: 0d, 00h 06m 02s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 60549
capture.afpacket.polls                        | Total                     | 66809
capture.afpacket.poll_timeout                 | Total                     | 40414
capture.afpacket.poll_data                    | Total                     | 26395
decoder.pkts                                  | Total                     | 60577
decoder.bytes                                 | Total                     | 59653942
decoder.ipv4                                  | Total                     | 225
decoder.ipv6                                  | Total                     | 60165
decoder.ethernet                              | Total                     | 60577
decoder.arp                                   | Total                     | 158
decoder.unknown_ethertype                     | Total                     | 29
decoder.tcp                                   | Total                     | 4892
tcp.syn                                       | Total                     | 43
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 6
decoder.udp                                   | Total                     | 54923
decoder.icmpv6                                | Total                     | 562
decoder.avg_pkt_size                          | Total                     | 984
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 11
flow.total                                    | Total                     | 136
flow.active                                   | Total                     | 73
flow.tcp                                      | Total                     | 32
flow.udp                                      | Total                     | 72
flow.icmpv6                                   | Total                     | 32
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 13
flow.wrk.flows_evicted_pkt_inject             | Total                     | 13
flow.wrk.flows_injected                       | Total                     | 13
tcp.sessions                                  | Total                     | 26
tcp.ssn_from_cache                            | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 293
tcp.segment_from_pool                         | Total                     | 74
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.quic                           | Total                     | 3
app_layer.tx.quic                             | Total                     | 16
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 58
app_layer.tx.dns_udp                          | Total                     | 115
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 49
flow.end.state.established                    | Total                     | 9
flow.end.state.closed                         | Total                     | 5
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 38
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10050
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 244
flow.mgr.flows_notimeout                      | Total                     | 181
flow.mgr.flows_timeout                        | Total                     | 63
flow.mgr.flows_evicted                        | Total                     | 63
flow.mgr.flows_evicted_needs_work             | Total                     | 13
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 50
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471184
tcp.reassembly_memuse                         | Total                     | 1476608
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:48:00 (uptime: 0d, 00h 06m 10s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 60619
capture.afpacket.polls                        | Total                     | 67579
capture.afpacket.poll_timeout                 | Total                     | 41153
capture.afpacket.poll_data                    | Total                     | 26426
decoder.pkts                                  | Total                     | 60629
decoder.bytes                                 | Total                     | 59675348
decoder.ipv4                                  | Total                     | 227
decoder.ipv6                                  | Total                     | 60208
decoder.ethernet                              | Total                     | 60629
decoder.arp                                   | Total                     | 163
decoder.unknown_ethertype                     | Total                     | 31
decoder.tcp                                   | Total                     | 4929
tcp.syn                                       | Total                     | 43
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 6
decoder.udp                                   | Total                     | 54925
decoder.icmpv6                                | Total                     | 568
decoder.avg_pkt_size                          | Total                     | 984
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 11
flow.total                                    | Total                     | 137
flow.active                                   | Total                     | 74
flow.tcp                                      | Total                     | 32
flow.udp                                      | Total                     | 73
flow.icmpv6                                   | Total                     | 32
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 13
flow.wrk.flows_evicted_pkt_inject             | Total                     | 13
flow.wrk.flows_injected                       | Total                     | 13
tcp.sessions                                  | Total                     | 26
tcp.ssn_from_cache                            | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 295
tcp.segment_from_pool                         | Total                     | 74
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.quic                           | Total                     | 3
app_layer.tx.quic                             | Total                     | 16
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 59
app_layer.tx.dns_udp                          | Total                     | 117
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 49
flow.end.state.established                    | Total                     | 9
flow.end.state.closed                         | Total                     | 5
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 39
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10050
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 252
flow.mgr.flows_notimeout                      | Total                     | 189
flow.mgr.flows_timeout                        | Total                     | 63
flow.mgr.flows_evicted                        | Total                     | 63
flow.mgr.flows_evicted_needs_work             | Total                     | 13
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 50
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471144
tcp.reassembly_memuse                         | Total                     | 1466368
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:48:08 (uptime: 0d, 00h 06m 18s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 60677
capture.afpacket.polls                        | Total                     | 68649
capture.afpacket.poll_timeout                 | Total                     | 42194
capture.afpacket.poll_data                    | Total                     | 26455
decoder.pkts                                  | Total                     | 60685
decoder.bytes                                 | Total                     | 59691258
decoder.ipv4                                  | Total                     | 227
decoder.ipv6                                  | Total                     | 60255
decoder.ethernet                              | Total                     | 60685
decoder.arp                                   | Total                     | 172
decoder.unknown_ethertype                     | Total                     | 31
decoder.tcp                                   | Total                     | 4962
tcp.syn                                       | Total                     | 43
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 6
decoder.udp                                   | Total                     | 54925
decoder.icmpv6                                | Total                     | 582
decoder.avg_pkt_size                          | Total                     | 983
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 8
flow.total                                    | Total                     | 137
flow.active                                   | Total                     | 68
flow.tcp                                      | Total                     | 32
flow.udp                                      | Total                     | 73
flow.icmpv6                                   | Total                     | 32
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 15
flow.wrk.flows_evicted_pkt_inject             | Total                     | 15
flow.wrk.flows_injected                       | Total                     | 15
tcp.sessions                                  | Total                     | 26
tcp.ssn_from_cache                            | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 295
tcp.segment_from_pool                         | Total                     | 74
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.quic                           | Total                     | 3
app_layer.tx.quic                             | Total                     | 16
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 59
app_layer.tx.dns_udp                          | Total                     | 117
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 49
flow.end.state.established                    | Total                     | 12
flow.end.state.closed                         | Total                     | 8
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 8
flow.mgr.full_hash_pass                       | Total                     | 40
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10053
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 259
flow.mgr.flows_notimeout                      | Total                     | 190
flow.mgr.flows_timeout                        | Total                     | 69
flow.mgr.flows_evicted                        | Total                     | 69
flow.mgr.flows_evicted_needs_work             | Total                     | 15
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 54
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1456128
http.memuse                                   | Total                     | 112
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:48:16 (uptime: 0d, 00h 06m 26s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 63256
capture.afpacket.polls                        | Total                     | 70960
capture.afpacket.poll_timeout                 | Total                     | 43216
capture.afpacket.poll_data                    | Total                     | 27744
decoder.pkts                                  | Total                     | 63260
decoder.bytes                                 | Total                     | 62209517
decoder.ipv4                                  | Total                     | 231
decoder.ipv6                                  | Total                     | 62817
decoder.ethernet                              | Total                     | 63260
decoder.arp                                   | Total                     | 180
decoder.unknown_ethertype                     | Total                     | 32
decoder.tcp                                   | Total                     | 5007
tcp.syn                                       | Total                     | 43
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 6
decoder.udp                                   | Total                     | 57434
decoder.icmpv6                                | Total                     | 594
decoder.avg_pkt_size                          | Total                     | 983
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 8
flow.total                                    | Total                     | 139
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 32
flow.udp                                      | Total                     | 75
flow.icmpv6                                   | Total                     | 32
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 15
flow.wrk.flows_evicted_pkt_inject             | Total                     | 15
flow.wrk.flows_injected                       | Total                     | 15
tcp.sessions                                  | Total                     | 26
tcp.ssn_from_cache                            | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 295
tcp.segment_from_pool                         | Total                     | 74
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.quic                           | Total                     | 3
app_layer.tx.quic                             | Total                     | 16
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 61
app_layer.tx.dns_udp                          | Total                     | 121
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 50
flow.end.state.established                    | Total                     | 14
flow.end.state.closed                         | Total                     | 8
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 8
flow.mgr.full_hash_pass                       | Total                     | 41
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10057
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 264
flow.mgr.flows_notimeout                      | Total                     | 192
flow.mgr.flows_timeout                        | Total                     | 72
flow.mgr.flows_evicted                        | Total                     | 72
flow.mgr.flows_evicted_needs_work             | Total                     | 15
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 57
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1456128
http.memuse                                   | Total                     | 112
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:48:24 (uptime: 0d, 00h 06m 34s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 63319
capture.afpacket.polls                        | Total                     | 71743
capture.afpacket.poll_timeout                 | Total                     | 43955
capture.afpacket.poll_data                    | Total                     | 27788
decoder.pkts                                  | Total                     | 63319
decoder.bytes                                 | Total                     | 62240418
decoder.ipv4                                  | Total                     | 239
decoder.ipv6                                  | Total                     | 62863
decoder.ethernet                              | Total                     | 63319
decoder.arp                                   | Total                     | 185
decoder.unknown_ethertype                     | Total                     | 32
decoder.tcp                                   | Total                     | 5007
tcp.syn                                       | Total                     | 43
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 6
decoder.udp                                   | Total                     | 57482
decoder.icmpv6                                | Total                     | 600
decoder.avg_pkt_size                          | Total                     | 982
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 7
flow.total                                    | Total                     | 144
flow.active                                   | Total                     | 70
flow.tcp                                      | Total                     | 32
flow.udp                                      | Total                     | 80
flow.icmpv6                                   | Total                     | 32
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 15
flow.wrk.flows_evicted_pkt_inject             | Total                     | 15
flow.wrk.flows_injected                       | Total                     | 15
tcp.sessions                                  | Total                     | 26
tcp.ssn_from_cache                            | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 295
tcp.segment_from_pool                         | Total                     | 74
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 28
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 65
app_layer.tx.dns_udp                          | Total                     | 129
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 51
flow.end.state.established                    | Total                     | 14
flow.end.state.closed                         | Total                     | 9
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 9
flow.mgr.full_hash_pass                       | Total                     | 42
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10059
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 267
flow.mgr.flows_notimeout                      | Total                     | 193
flow.mgr.flows_timeout                        | Total                     | 74
flow.mgr.flows_evicted                        | Total                     | 74
flow.mgr.flows_evicted_needs_work             | Total                     | 15
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 59
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1452032
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:48:32 (uptime: 0d, 00h 06m 42s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 63476
capture.afpacket.polls                        | Total                     | 72901
capture.afpacket.poll_timeout                 | Total                     | 44994
capture.afpacket.poll_data                    | Total                     | 27907
decoder.pkts                                  | Total                     | 63595
decoder.bytes                                 | Total                     | 62498103
decoder.ipv4                                  | Total                     | 239
decoder.ipv6                                  | Total                     | 63132
decoder.ethernet                              | Total                     | 63595
decoder.arp                                   | Total                     | 192
decoder.unknown_ethertype                     | Total                     | 32
decoder.tcp                                   | Total                     | 5019
tcp.syn                                       | Total                     | 43
tcp.synack                                    | Total                     | 18
tcp.rst                                       | Total                     | 6
decoder.udp                                   | Total                     | 57724
decoder.icmpv6                                | Total                     | 615
decoder.avg_pkt_size                          | Total                     | 982
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 7
flow.total                                    | Total                     | 145
flow.active                                   | Total                     | 70
flow.tcp                                      | Total                     | 32
flow.udp                                      | Total                     | 80
flow.icmpv6                                   | Total                     | 33
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 15
flow.wrk.flows_evicted_pkt_inject             | Total                     | 15
flow.wrk.flows_injected                       | Total                     | 15
tcp.sessions                                  | Total                     | 26
tcp.ssn_from_cache                            | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 295
tcp.segment_from_pool                         | Total                     | 74
tcp.overlap                                   | Total                     | 5
app_layer.flow.http                           | Total                     | 4
app_layer.tx.http                             | Total                     | 4
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 28
app_layer.flow.dhcp                           | Total                     | 2
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 65
app_layer.tx.dns_udp                          | Total                     | 129
app_layer.flow.failed_udp                     | Total                     | 9
flow.end.state.new                            | Total                     | 52
flow.end.state.established                    | Total                     | 14
flow.end.state.closed                         | Total                     | 9
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 9
flow.mgr.full_hash_pass                       | Total                     | 43
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10059
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 274
flow.mgr.flows_notimeout                      | Total                     | 199
flow.mgr.flows_timeout                        | Total                     | 75
flow.mgr.flows_evicted                        | Total                     | 75
flow.mgr.flows_evicted_needs_work             | Total                     | 15
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 60
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1452032
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:48:40 (uptime: 0d, 00h 06m 50s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 67581
capture.afpacket.polls                        | Total                     | 75852
capture.afpacket.poll_timeout                 | Total                     | 45980
capture.afpacket.poll_data                    | Total                     | 29872
decoder.pkts                                  | Total                     | 67657
decoder.bytes                                 | Total                     | 66414604
decoder.ipv4                                  | Total                     | 287
decoder.ipv6                                  | Total                     | 67136
decoder.ethernet                              | Total                     | 67657
decoder.arp                                   | Total                     | 201
decoder.unknown_ethertype                     | Total                     | 33
decoder.tcp                                   | Total                     | 5328
tcp.syn                                       | Total                     | 44
